probe_id	log2FC_M	AveExpr	t	P.Value	adjP	B	chr	pos	strand	UCSC_RefGene_Name	Relation_to_Island	beta_tumor	beta_normal	delta_beta	sig
cg21672276	1.523315380579365	-2.805022496943846	1.8948106753237264	0.07858019589370606	0.5535233178710199	-4.528121149723734	chr3	44754072	-	ZNF502;ZNF502;ZNF502;ZNF502	N_Shore	0.21416388639534023	0.06883518822085725	0.14532869817448296	NS
cg11319389	1.7425900715039961	-1.4436952980271813	1.8947862924136383	0.07858364181828205	0.5535233178710199	-4.528158496474789	chr20	42544648	-	TOX2;TOX2;TOX2	Island	0.3957325684653368	0.15065561636431601	0.24507695210102076	NS
cg23432345	2.4661291972613353	-2.541676954102752	1.8945823404800066	0.07861247073814828	0.5535233178710199	-4.528470874193201	chr7	27196153	+	HOXA7	Island	0.3404224177658198	0.05212358718949048	0.2882988305763293	NS
cg04086834	1.32691223913856	1.1147728256719447	1.8942161560107234	0.078664255381474	0.5536186275971281	-4.529031682592579	chr6	71377064	-	SMAP1;SMAP1	N_Shore	0.7063631433444808	0.533367338431226	0.17299580491325484	NS
cg00311768	-0.7679791079824346	-0.9820318017093099	-1.8940243497917357	0.07869139226563643	0.5536186275971281	-4.52932540726676	chr8	144698857	+	TSTA3	N_Shore	0.3087480911345348	0.42294727922290026	-0.11419918808836549	NS
cg15432938	-0.7682041256365161	-4.342966793540668	-1.8933525945219412	0.07878649917174242	0.5538356127882983	-4.530353972367029	chr10	99078812	-	FRAT1	Island	0.044334945681855115	0.0669909423180438	-0.022655996636188683	NS
cg13801416	2.8810526257063245	-2.879358695778191	1.8933445013141512	0.07878764563641258	0.5538356127882983	-4.530366363084893	chr7	134143919	-	AKR1B1	Island	0.34687640748125503	0.0403687442371158	0.30650766324413925	NS
cg21057046	1.785114548185589	-2.453344840023227	1.8928607867008596	0.07885619479087351	0.5540874699537975	-4.531106875718868	chr1	19970204	+	NBL1;NBL1	N_Shore	0.26897405759894005	0.09136276049454843	0.1776112971043916	NS
cg05529097	0.6016092614976976	-4.074654214322102	1.892316155416962	0.07893344096227309	0.5541665419315901	-4.531940514361946	chr17	7518511	+	FXR2;SHBG	Island	0.06522720905524321	0.04314879255051812	0.022078416504725085	NS
cg21816539	2.0641317772068937	-3.629195027692786	1.8923011882515315	0.07893556474757993	0.5541665419315901	-4.531963421866848	chr21	31312328	-	GRIK1;GRIK1	S_Shore	0.19193916928846766	0.0344398061835816	0.15749936310488605	NS
cg07740989	-1.2642778631479346	-3.7283793415616056	-1.8919590947711005	0.07898412057326169	0.5541665419315901	-4.532486973350737	chr6	74230681	-	EEF1A1	Island	0.07358995787969644	0.1249468720438588	-0.05135691416416237	NS
cg11044823	-1.0297356004726008	-3.647150664801402	-1.8918588902440536	0.07899834842464028	0.5541665419315901	-4.532640319424484	chr5	64858848	+	CENPK;PPWD1	Island	0.07009404833662809	0.1267684111047097	-0.05667436276808162	NS
cg00402366	-0.7956372746210266	-4.438672028859624	-1.8914039208701088	0.07906297769246619	0.5542727252816682	-4.53333651413339	NA	NA	NA	NA	NA	0.04027547318748518	0.06811766529679995	-0.027842192109314774	NS
cg27201297	-0.866168793148168	-4.257678555969514	-1.8909084459583991	0.07913341499057273	0.5542727252816682	-4.53409458055509	chr3	37902413	+	CTDSPL;CTDSPL	Island	0.04225932069429143	0.09276077310776377	-0.05050145241347234	NS
cg05666713	-0.5184531929780615	1.9033230258093248	-1.890441743492547	0.07919981362245292	0.5542727252816682	-4.534808520876914	chr1	201181883	+	IGFN1	OpenSea	0.7683905216174807	0.827329675271643	-0.05893915365416236	NS
cg01809579	-0.7908412413352462	-5.106395561625468	-1.8904388936209309	0.07920021923301923	0.5542727252816682	-4.534812880169069	chr9	86595452	-	HNRNPK;RMI1;HNRNPK;HNRNPK;HNRNPK;HNRNPK	Island	0.02593813012609787	0.043522730156357124	-0.017584600030259256	NS
cg14709481	-1.3534074713007138	1.044243078123661	-1.8902420287870232	0.07922824272551382	0.5542727252816682	-4.535114004313254	chr5	176325836	-	HK3	OpenSea	0.5945057052130819	0.78889684684508	-0.1943911416319981	NS
cg12631737	0.7349431712512072	-4.483308842433776	1.890082693816172	0.07925093041802035	0.5542727252816682	-4.53535770957787	chr11	94277190	-	FUT4;FUT4	Island	0.054025204318207745	0.030959260471880724	0.02306594384632702	NS
cg16342780	-1.0534670778820563	-0.19754172686469026	-1.8899713718588533	0.07926678501159447	0.5542727252816682	-4.535527971167015	chrX	153030343	+	PLXNB3;PLXNB3	N_Shelf	0.4284456542044646	0.5910521884081552	-0.1626065342036906	NS
cg15648315	-1.38057165704949	2.131550179126456	-1.8899113396556553	0.07927533604772648	0.5542727252816682	-4.535619785135881	chr13	113301636	-	C13orf35;C13orf35	N_Shore	0.728225947564883	0.8890228141100173	-0.16079686654513425	NS
cg00491839	-0.7185525019966342	-3.2414506384858415	-1.889584509604615	0.07932190455370645	0.554323158234049	-4.536119613371266	chr19	49375640	+	PPP1R15A	Island	0.08722009892005415	0.13456908195468809	-0.04734898303463393	NS
cg26333641	-1.6847633902019257	2.481395097450302	-1.8894013146367141	0.07934801792602661	0.554323158234049	-4.536399755540865	chr12	68647015	+	IL22	OpenSea	0.7410445137258358	0.925126641243745	-0.1840821275179092	NS
cg17409393	-1.715218472954045	-4.094542708272332	-1.8885709029004025	0.07946648531570948	0.5545670089832596	-4.537669426270804	chr20	50384485	+	ATP9A	Island	0.06679038165615996	0.12662202794926758	-0.059831646293107624	NS
cg01107031	1.0318611902692207	-4.23096349692021	1.8884381912875636	0.07948543283504106	0.5545670089832596	-4.537872307823736	chr19	41859159	-	TGFB1;TGFB1	Island	0.07627612886623521	0.03190452998767883	0.04437159887855638	NS
cg08747377	1.8338790170650185	-3.29665552831562	1.8882803291407118	0.07950797644366066	0.5545670089832596	-4.538113627271315	chr16	82660670	-	CDH13;CDH13	Island	0.19803674905464125	0.04137613263312055	0.15666061642152068	NS
cg10806140	2.2054922597849433	-3.3802256111491356	1.8882387256606943	0.07951391861411092	0.5545670089832596	-4.538177223405419	chr7	37956554	+	SFRP4	Island	0.23090054466411417	0.03745562743749035	0.19344491722662382	NS
cg19988449	2.0936951566030517	-2.842867475358645	1.8872988020626094	0.07964827321081784	0.5552699705891145	-4.539613798486011	chr15	83952808	+	BNC1	Island	0.2628015692034759	0.06834668675814695	0.19445488244532896	NS
cg24743310	0.862441128673997	3.0009904337412334	1.8870363568922481	0.07968582412078816	0.5552699705891145	-4.540014844634077	chr17	19619905	+	SLC47A2;SLC47A2;SLC47A2;SLC47A2	S_Shelf	0.8951205401977398	0.8371192591487513	0.058001281048988496	NS
cg09906309	0.9320240139355851	-4.539659914886886	1.8868459331509453	0.0797130801052402	0.5552699705891145	-4.540305813623894	chr11	30344399	+	C11orf46	N_Shore	0.0603501702908074	0.027070334714193973	0.03327983557661343	NS
cg24997944	1.9299893474589462	-4.181536406777394	1.8861664721650022	0.07981040198932217	0.5554230602106509	-4.54134389690605	chr3	19189709	-	KCNH8	Island	0.13968701958328059	0.025221251803644727	0.11446576777963585	NS
cg04988423	2.740492743780353	-3.684398956940128	1.8860267666710526	0.07983042580351156	0.5554230602106509	-4.541557312707671	chr11	44331577	+	ALX4	Island	0.25017160043114145	0.0300182375101762	0.22015336292096524	NS
cg01993576	-1.4991240680293483	-1.2345873977301498	-1.8859934290526459	0.07983520471061997	0.5554230602106509	-4.541608238304064	chr6	44187674	+	SLC29A1;SLC29A1	S_Shore	0.27393454723613875	0.46734733616323276	-0.19341278892709401	NS
cg18992201	-1.6007106761026144	1.1355350736840042	-1.8856556331496777	0.07988364185972453	0.5554230602106509	-4.542124216307222	chr3	109035381	-	DPPA2	OpenSea	0.5741088355213191	0.8239209524136337	-0.24981211689231464	NS
cg11757293	-0.7322183148861542	-2.6425817495604083	-1.8855481914139023	0.07989905365968736	0.5554230602106509	-4.54228832067352	chr8	145692581	+	KIFC2	S_Shore	0.12823275776552578	0.185848073327085	-0.057615315561559216	NS
cg14896516	2.466755503504156	-4.284685255089636	1.8852748552306238	0.0799382739690458	0.5554676780434229	-4.542705784499123	chr7	30722361	+	CRHR2	Island	0.18435796330655144	0.0155221939452938	0.16883576936125763	NS
cg15264273	-0.6872921793319198	3.872470692790014	-1.8849266077511266	0.07998826819459773	0.555573270098865	-4.5432376088682265	chr9	97040460	-	ZNF169	OpenSea	0.9243545300221182	0.9495273988729093	-0.025172868850791064	NS
cg17693270	-0.6928455714502215	-1.2946270847459378	-1.8847120346048525	0.08001908620356277	0.555573270098865	-4.543565264817811	chrX	69397196	+	DGAT2L6	OpenSea	0.26675527783502057	0.36323849431854077	-0.0964832164835202	NS
cg05546038	-1.2368111136613846	2.7101637082039383	-1.8835642652494646	0.08018411567147808	0.5564909076970532	-4.54531755623546	chr16	67207033	+	NOL3	N_Shore	0.8028797846425602	0.920366570227029	-0.11748678558446879	NS
cg16372520	-1.1525506267556398	-3.0343899697596193	-1.88275132900625	0.08030118700067605	0.5570750924495896	-4.546558285827556	chr14	78869751	+	NRXN3	OpenSea	0.11082721049328052	0.17993876120495625	-0.06911155071167573	NS
cg13044136	-0.975901633680687	-3.553257786390326	-1.8817382805455019	0.08044729167122845	0.5576339163339932	-4.548103998216281	chr19	3062883	+	AES;AES;AES	S_Shore	0.07561637315264556	0.12288022606994738	-0.04726385291730181	NS
cg23968383	-2.266681397530107	0.8727209309749522	-1.8815507116839518	0.08047436958259785	0.5576339163339932	-4.5483901383688234	chr8	125984927	+	ZNF572	OpenSea	0.5130819806480222	0.8415641244244078	-0.3284821437763855	NS
cg22176017	-1.2332480273681605	-3.5773146234634696	-1.8815080477882826	0.08048052979333171	0.5576339163339932	-4.548455220706641	chr11	62529460	-	POLR2G	S_Shore	0.07599075253872796	0.1464317932484032	-0.07044104070967523	NS
cg04078251	-0.9126492312194993	-4.511819625642188	-1.8809974627302863	0.08055428572301189	0.5576765397542661	-4.5492340345446625	chr16	29802448	+	KIF22	Island	0.03998968682033738	0.0666648665706885	-0.026675179750351122	NS
cg18829411	-0.9241204992672953	-2.7047891261812773	-1.8808231944724814	0.08057947333303639	0.5576765397542661	-4.549499824115595	chr21	40722023	-	HMGN1	S_Shore	0.1254019918414428	0.19501773986913223	-0.06961574802768944	NS
cg25884854	-0.7467733730627829	-4.848928684218714	-1.8803641171463932	0.08064585930207346	0.5576765397542661	-4.5501999288480635	chr12	48358104	+	TMEM106C;TMEM106C;TMEM106C;TMEM106C	S_Shore	0.03163305069311984	0.04784036964337855	-0.01620731895025871	NS
cg04810997	-0.860828380970882	3.536069966637836	-1.880356638319353	0.08064694120251031	0.5576765397542661	-4.55021133342976	chr7	143140674	-	TAS2R60	OpenSea	0.894292886967952	0.9454848577409132	-0.051191970772961226	NS
cg23179321	-1.5129793624013386	-3.726923104309006	-1.8803262096228233	0.08065134320646025	0.5576765397542661	-4.550257734358847	chr10	15138793	-	C10orf111;RPP38;RPP38;RPP38	N_Shore	0.07389215475319517	0.16205382635911464	-0.08816167160591946	NS
cg15422147	-0.8725272622159403	-0.4856171393672593	-1.880003652420578	0.08069801961272226	0.5577087330495245	-4.550749577233028	chr18	61144339	+	SERPINB5	OpenSea	0.37846392307248766	0.51928397815919	-0.14082005508670237	NS
cg24800887	-1.473549182702644	2.8769380060324576	-1.879838916182811	0.08072186752712794	0.5577087330495245	-4.551000752039606	chr16	89883988	+	FANCA;FANCA	S_Shore	0.8042869827758496	0.9332389210539315	-0.12895193827808182	NS
cg09089053	-0.8666878367661125	-2.4010688655229946	-1.8790953464980862	0.08082958865908202	0.5577838412312434	-4.552134320138281	chr19	40731797	-	CNTD2	N_Shore	0.1494836192802111	0.2236980930919075	-0.07421447381169641	NS
cg23473904	1.9501235628618383	-3.812516405773175	1.8789281571130096	0.08085382721145533	0.5577838412312434	-4.552389163576366	chr21	47517690	+	COL6A2;COL6A2;COL6A2	Island	0.16802641729050236	0.029416860212355928	0.13860955707814643	NS
cg20580177	-0.8052832056789172	-0.7538193103233755	-1.8786966293422813	0.08088740411205375	0.5577838412312434	-4.552742054954699	chr19	36427779	-	LRFN3	S_Shore	0.34125910726380454	0.466098073160942	-0.12483896589713744	NS
cg14380517	1.5651415135030753	-1.3229639758838025	1.8784793308088652	0.0809189288417366	0.5577838412312434	-4.553073235320016	chr21	18985761	-	BTG3;BTG3	S_Shore	0.39660287314647297	0.16626279566725063	0.23034007747922233	NS
cg18613421	1.471965678977924	0.09939114376166698	1.8784145654896365	0.0809283268491685	0.5577838412312434	-4.5531719385422456	chr15	54051543	+	WDR72	N_Shore	0.5638561807193815	0.346972614955306	0.21688356576407547	NS
cg00830029	1.6669023784636166	-0.2549724186734589	1.878400481222713	0.08093037072783542	0.5577838412312434	-4.5531934028934185	chr12	2943902	-	NRIP2	OpenSea	0.5380460273782138	0.2821401998789255	0.2559058274992883	NS
cg22979433	1.306042693065143	0.4707362491381759	1.8776515396397468	0.08103912236395043	0.5580977250805568	-4.554334651175404	chr5	80528609	+	RNU5E;RNU5D;CKMT2;CKMT2;CKMT2	OpenSea	0.6326717279753309	0.426469850557724	0.20620187741760687	NS
cg24507762	1.7824801576283056	-2.1232036311287357	1.8767727720912242	0.08116689306385012	0.5580977250805568	-4.555673392419607	chr20	48099890	-	KCNB1	N_Shore	0.31767240036974986	0.08951198550796845	0.2281604148617814	NS
cg08190291	2.116036888948378	-3.4664504039603647	1.8767446718287	0.08117098175950074	0.5580977250805568	-4.555716195194881	chr21	28339442	+	ADAMTS5	Island	0.21350724846291946	0.034938965077937	0.17856828338498246	NS
cg18534872	-0.8096880258625457	-4.340549513389984	-1.8764704997412298	0.08121088455813492	0.5580977250805568	-4.556133798976268	chr10	58121066	-	ZWINT;ZWINT;ZWINT	Island	0.04463547964932181	0.0679639981692204	-0.02332851851989859	NS
cg10730712	2.1158012747995616	-4.034735415840553	1.8762325932050594	0.0812455235751507	0.5580977250805568	-4.556496136277452	chr5	178017827	-	COL23A1	S_Shore	0.16231833626129083	0.024727000823444898	0.13759133543784594	NS
cg02850821	-1.1442974446904872	-3.733854300301639	-1.8759314432596872	0.08128938982028525	0.5580977250805568	-4.556954756412701	chr12	25403680	-	KRAS;KRAS	OpenSea	0.0698682492528725	0.11695641185568313	-0.04708816260281064	NS
cg12832649	1.748688421965306	-3.960340757840087	1.8757289147254672	0.08131890259149879	0.5580977250805568	-4.557263162244804	chr5	136834863	-	SPOCK1	Island	0.14172457824944892	0.029437366509471825	0.1122872117399771	NS
cg02121427	-1.7112507013017406	-0.8665052684004558	-1.8756854043761064	0.08132524424279101	0.5580977250805568	-4.557329416280494	chr3	194091192	-	LRRC15;LRRC15	OpenSea	0.2990050488173926	0.553573365581184	-0.2545683167637914	NS
cg02250787	1.2961590501283107	-3.5092581730571237	1.875678682670255	0.08132622397379546	0.5580977250805568	-4.557339651469849	chr13	47470989	-	HTR2A;HTR2A;HTR2A;HTR2A	OpenSea	0.13814126579299135	0.04528563449362455	0.0928556312993668	NS
cg08504583	-2.1158677542007207	2.018048315953811	-1.8756449732966756	0.08133113748742703	0.5580977250805568	-4.557390980650636	chr13	78315584	+	SLAIN1;SLAIN1	OpenSea	0.6547860820729524	0.9120073634625803	-0.25722128138962785	NS
cg11466485	-1.5718417323570342	2.9020504629910793	-1.875487083498151	0.08135415521978664	0.5580977250805568	-4.557631391905427	chr9	136605868	+	SARDH	OpenSea	0.7881872939801322	0.9402016594119262	-0.15201436543179403	NS
cg17296166	1.7767033073391307	-4.8331647082270655	1.8749516320368103	0.08143225880179933	0.5580977250805568	-4.558446610437519	chr19	46974567	+	PNMAL1;PNMAL1	Island	0.09327514534118385	0.0148019771720882	0.07847316816909565	NS
cg21325760	-1.5097288634729638	3.560292404789563	-1.8747106802587916	0.08146742718014346	0.5580977250805568	-4.55881341240536	chr15	23891402	-	MAGEL2	OpenSea	0.8482909815760141	0.9591331413173297	-0.11084215974131562	NS
cg23773532	-1.178082262348437	3.1540033897479676	-1.8738181866078871	0.08159781093288548	0.5580977250805568	-4.560171819972182	chr12	13103216	+	GPRC5D	OpenSea	0.8500589292274076	0.9330681840151812	-0.08300925478777366	NS
cg06618866	-0.8127610440513303	-3.2764844749443434	-1.8736277412906532	0.08162565720096018	0.5580977250805568	-4.560461635774917	chr4	154605087	-	TLR2	Island	0.08543697165922845	0.14147312317818467	-0.05603615151895622	NS
cg15239123	2.3723325654555696	-3.6745756355307213	1.8734964004701133	0.08164486638192049	0.5580977250805568	-4.5606614975456115	chr14	70346413	+	SMOC1;SMOC1	Island	0.21559834019071752	0.03388377702854268	0.18171456316217485	NS
cg17466535	0.5640013292855676	-5.472346019692183	1.8732493279972398	0.08168101283472479	0.5580977250805568	-4.561037446407731	chr14	20929606	+	TMEM55B;TMEM55B;TMEM55B;TMEM55B	Island	0.0254537910270225	0.0170621173464811	0.0083916736805414	NS
cg15096140	1.031681639512592	-1.1350510799907956	1.873247445125509	0.08168128835211971	0.5580977250805568	-4.561040311300083	chr2	192109731	+	MYO1B;MYO1B;MYO1B	N_Shore	0.3738892464188223	0.2199567053049	0.15393254111392232	NS
cg18705776	-0.6046532168269526	2.6163569679891743	-1.8731462445997789	0.08169609807958918	0.5580977250805568	-4.5611942909640995	NA	NA	NA	NA	NA	0.8397670316035627	0.8900792945763195	-0.050312262972756816	NS
cg09448880	-1.6371324038201087	1.1899001664958753	-1.8724269402526221	0.0818014308727383	0.5580977250805568	-4.562288594390811	chr1	153283841	-	PGLYRP3	OpenSea	0.5887211317203129	0.8207423629566852	-0.2320212312363723	NS
cg11979959	-1.524727661063409	-3.7001024008567844	-1.8719798871017255	0.08186695743772829	0.5580977250805568	-4.562968588679239	chr20	46414900	+	SULF2;SULF2;SULF2;SULF2;SULF2	Island	0.08311919313406982	0.14084374272289799	-0.05772454958882817	NS
cg11011602	-2.0854708644457842	-3.225905875115636	-1.8719673297473225	0.08186879870519166	0.5580977250805568	-4.562987687788949	chr9	136215029	-	SNORD24;MED22;RPL7A;MED22	Island	0.12684882895974983	0.2635675256654763	-0.13671869670572648	NS
cg21515243	0.7545559891389856	-3.2841487379245478	1.870808771391478	0.08203883654683719	0.5580977250805568	-4.564749475238565	chr18	21033072	+	RIOK3;RIOK3	Island	0.11505020523474983	0.06791443014769108	0.047135775087058754	NS
cg08343943	-1.0226459399140033	-3.7173153314150986	-1.8705515741748626	0.0820766275213083	0.5580977250805568	-4.56514050143174	chr1	165668116	-	ALDH9A1	S_Shore	0.06864962554239393	0.1154629990106462	-0.046813373468252276	NS
cg19949550	-0.7883512617044903	2.8343902790484403	-1.8702747751024529	0.08211731612928769	0.5580977250805568	-4.565561293920705	chr14	94423704	+	ASB2;ASB2	OpenSea	0.8481475911036328	0.909779976343087	-0.061632385239454246	NS
cg25072962	-1.769022064083337	0.73143821008232	-1.8700281972415147	0.08215357755997033	0.5580977250805568	-4.56593611318395	chr11	60524575	+	MS4A15;MS4A15	OpenSea	0.5097769529942362	0.7900473028860308	-0.28027034989179456	NS
cg21400640	1.280136766148984	-0.03228518900303155	1.8698887181544035	0.08217409554312416	0.5580977250805568	-4.566148120430606	chrX	12992967	-	TMSL3;TMSB4X	N_Shore	0.552811008421312	0.35095917857959374	0.2018518298417183	NS
cg21942082	2.23693067284504	-3.091602745603045	1.8697607274701182	0.08219292757869544	0.5580977250805568	-4.5663426572479775	chr5	80690225	+	RNU5E;RNU5D;ACOT12	Island	0.25364365614657935	0.05821713853089953	0.19542651761567983	NS
cg11054936	-1.3795541421772957	-1.0410161860036444	-1.8693391119159515	0.08225498979850121	0.5580977250805568	-4.566983428082743	NA	NA	NA	NA	NA	0.29302448611999743	0.4865864472165963	-0.19356196109659884	NS
cg07778029	2.6220224819821936	-2.7748556186921127	1.8692805421640626	0.08226361464931747	0.5580977250805568	-4.567072435637441	chr7	27205114	+	HOXA9;HOXA9	Island	0.3386075521201259	0.043937770271656476	0.2946697818484694	NS
cg25409040	-1.5932139201623734	-3.598694800095158	-1.868855669795484	0.08232620470795271	0.5580977250805568	-4.5677180588180875	chr11	33183343	+	CSTF3;CSTF3;CSTF3	S_Shore	0.08545864218556763	0.16082339234977922	-0.07536475016421158	NS
cg21296676	1.0762971672252124	1.998827727042352	1.868836394923589	0.08232904519818593	0.5580977250805568	-4.567747346293264	chr6	133561660	+	EYA4;EYA4;EYA4	N_Shore	0.8116362828358911	0.7010243716516288	0.11061191118426228	NS
cg10525488	0.9081640951037723	-1.9195052793615461	1.8687438104145178	0.0823426903743709	0.5580977250805568	-4.567888022663938	chr4	113066439	-	C4orf32	N_Shore	0.25894789063352625	0.1474704903819785	0.11147740025154776	NS
cg02102644	0.5861789963181074	-5.242308407295606	1.8685618302636733	0.08236951666422959	0.5580977250805568	-4.568164518233544	chr17	35969361	+	SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG	Island	0.029893888193368523	0.01998011714618985	0.009913771047178672	NS
cg02431964	-2.029679111877097	2.1726508510927474	-1.8683936628474416	0.08239431374595688	0.5580977250805568	-4.56842001310834	chr2	119700029	+	MARCO	OpenSea	0.6624844601483801	0.9220866327584303	-0.25960217261005014	NS
cg09114799	1.0310053670219967	-4.475266155079133	1.8680809735142365	0.08244043907740872	0.5580977250805568	-4.568895042732175	chr12	48152515	-	RAPGEF3;RAPGEF3;RAPGEF3;RAPGEF3	N_Shore	0.06419580694511438	0.02723969859148885	0.03695610835362553	NS
cg26212229	-1.1756803176069455	3.3901612895075535	-1.867724361958385	0.08249307173001011	0.5580977250805568	-4.569436741055645	chr18	19191611	+	SNRPD1	N_Shore	0.8656801805423278	0.9470851122349757	-0.08140493169264795	NS
cg13510262	0.8101683841009599	-3.875841931823746	1.8676064171097075	0.0825104859609845	0.5580977250805568	-4.569615887730456	chr12	53774037	+	SP1;SP1;SP1	N_Shore	0.08276423026483282	0.04465690427727865	0.03810732598755417	NS
cg12005098	3.0869140090640372	-3.2534736075314377	1.8673429062584153	0.08254940452753451	0.5580977250805568	-4.570016110970442	chr10	91295338	+	SLC16A12	Island	0.3424751139202786	0.02909457383037825	0.31338054008990035	NS
cg14614211	2.582813619958218	-1.7330026002316106	1.8668891483513184	0.08261645975186678	0.5580977250805568	-4.57070520604971	chr10	28034247	-	MKX	Island	0.4469897242824625	0.11608068867957118	0.3309090356028913	NS
cg21549639	-1.1237397773451814	-4.008899744691136	-1.8666240314450628	0.0826556606880934	0.5580977250805568	-4.571107777878655	chr19	45394156	-	TOMM40;TOMM40;TOMM40	Island	0.058714004580247656	0.09852410178353592	-0.039810097203288264	NS
cg02250594	2.5348497487551302	-1.0863649325116875	1.8664444675406051	0.08268222099326783	0.5580977250805568	-4.571380421088545	chr18	55103353	+	ONECUT2	Island	0.5148307309429875	0.13581811101614708	0.37901261992684043	NS
cg15910208	1.4987833706112004	-4.716630914691804	1.866379224686899	0.08269187332629425	0.5580977250805568	-4.571479479624326	chr19	51522588	-	KLK10;KLK10;KLK10	Island	0.08039682054233999	0.019712317136966275	0.06068450340537371	NS
cg03998348	-1.9226025894494592	2.078699048633932	-1.865807140937506	0.08277655337550004	0.5580977250805568	-4.57234799018227	chr15	38227285	+	TMCO5A	OpenSea	0.6738936612294602	0.9112709336141682	-0.23737727238470807	NS
cg09533293	-0.6092093355452626	-4.141614887466045	-1.8657473460978242	0.08278540871858847	0.5580977250805568	-4.572438758877143	chr15	60689670	+	ANXA2;ANXA2;ANXA2;ANXA2	N_Shore	0.0487371403868898	0.0729123577262217	-0.0241752173393319	NS
cg14600885	-0.8826946947521604	-3.0104485235854153	-1.865645199916852	0.08280053806798987	0.5580977250805568	-4.57259381305363	chr5	150040280	+	MYOZ3;MYOZ3	S_Shelf	0.10414489209514352	0.1642731480331045	-0.06012825593796098	NS
cg25097436	-1.0117782408377278	-3.600844364537185	-1.8654820023247378	0.08282471517476174	0.5580977250805568	-4.572841530716015	chr14	60336972	-	RTN1	Island	0.07317343839828394	0.12541883878155313	-0.05224540038326919	NS
cg05421688	2.194243494273444	-2.953165513079581	1.8653131978583566	0.08284972958107313	0.5580977250805568	-4.573097745684574	chr1	179711859	-	FAM163A	N_Shore	0.2736240592030727	0.04549410414359493	0.22812995505947778	NS
cg25456959	-1.3676398561901468	-1.3727367593662831	-1.8652431944659722	0.08286010506972702	0.5580977250805568	-4.573203994317018	chrX	63446044	+	ASB12	OpenSea	0.2647866552726015	0.42780411560675224	-0.16301746033415077	NS
cg17943999	1.1141769482477502	-4.03558479685893	1.8649937214631527	0.08289708996044545	0.5580977250805568	-4.573582616454627	chr8	95274687	-	GEM;GEM	S_Shore	0.08918847597777851	0.037170806865835675	0.05201766911194284	NS
cg03329572	-1.9742309093861563	2.1254488944438354	-1.8648829711498587	0.08291351366963884	0.5580977250805568	-4.5737506913353885	NA	NA	NA	NA	NA	0.664588154883964	0.9172404694359795	-0.2526523145520154	NS
cg17688525	2.7041249623210613	-3.5737485801645414	1.8646309531039509	0.08295089754360223	0.5580977250805568	-4.574133132567399	chr18	6414978	+	L3MBTL4	S_Shore	0.264904737868323	0.025309245406861542	0.23959549246146147	NS
cg02166313	-0.628214195422913	-4.532233227112801	-1.8643635546582233	0.08299057944566544	0.5580977250805568	-4.57453888063378	chr14	96968050	-	PAPOLA	N_Shore	0.03840304589096879	0.05540337691601343	-0.01700033102504464	NS
cg00156744	-1.0824309616484915	-4.43251074866873	-1.8643172621883628	0.08299745097205419	0.5580977250805568	-4.574609120956042	chr5	171615663	+	STK10	Island	0.0428240632270805	0.08145277912848017	-0.03862871590139967	NS
cg19298821	-1.419208130930354	1.8839202698983153	-1.8640512892909535	0.08303694114333035	0.5580977250805568	-4.57501266615324	chr5	125967357	+	C5orf48	OpenSea	0.6921704218661536	0.8757476804629257	-0.1835772585967721	NS
cg22424444	-1.6248051144585325	-0.22583174171115108	-1.8637963804838833	0.0830748043932341	0.5580977250805568	-4.5753993927373635	chr11	1331736	+	LOC255512;TOLLIP	S_Shore	0.3904665870490196	0.633487246528237	-0.24302065947921736	NS
cg27546237	1.828032779357759	-2.8103355697133927	1.8637790629832354	0.0830773772349177	0.5580977250805568	-4.5754256642926165	chr13	110960452	-	COL4A1;COL4A2	Island	0.2449058132932735	0.062040450599962126	0.18286536269331136	NS
cg20542190	-1.0387760322011346	-2.4061445475523007	-1.8636193745036258	0.08310110534124081	0.5580977250805568	-4.575667913324834	chr19	54850619	-	LILRA4	OpenSea	0.14695400179996684	0.2526661085979715	-0.10571210679800466	NS
cg17243643	1.7344412989678248	0.11923059078567091	1.8635800168489125	0.08310695442741027	0.5580977250805568	-4.5757276174118084	chr12	56114269	+	RDH5;RDH5	S_Shelf	0.581822071361238	0.3259391230484747	0.25588294831276326	NS
cg11191210	2.055120952938207	-2.2411944376830344	1.8634185327075796	0.08313095704610682	0.5580977250805568	-4.57597257505174	chr6	117585815	-	VGLL2;VGLL2	N_Shore	0.33063844365597517	0.07760858574297735	0.2530298579129978	NS
cg09952204	2.563144377170779	-2.6291313171843256	1.8633883841397676	0.08313543894610344	0.5580977250805568	-4.576018306471655	chr5	80256664	+	RASGRF2	Island	0.3380325363022561	0.076281962842254	0.2617505734600021	NS
cg05517711	-1.2233242510684128	-0.4918764119603361	-1.8632735721907452	0.08315250892726905	0.5580977250805568	-4.5761924571501185	chr9	130662451	-	ST6GALNAC6	S_Shore	0.3795006813929658	0.560921004760333	-0.18142032336736724	NS
cg21542793	1.3695190444678698	0.13350599711198693	1.8629842926332132	0.08319553229476197	0.5580977250805568	-4.576631218306057	chr2	96781891	-	ADRA2B	Island	0.5842333913103875	0.36479655383818227	0.21943683747220527	NS
